词语,舒适度,款式,尺码,正品,颜色,做工细节,物流服务,性价比,商品整体质量,售后服务,售前服务
外观,0.002008,0.000339,0.000290,0.000354,0.000293,0.000457,0.000271,0.000381,0.000348,0.000322,0.000303
外观设计,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000303
多花钱,0.000146,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
多谢,0.000189,0.000310,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
多长时间,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
夜光,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
夜市,0.000175,0.000282,0.000290,0.000295,0.000351,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大,0.000495,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000278,0.000322,0.000303
大乔,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大了些,0.000175,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
大人,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大众,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大伙,0.000189,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
大体,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000303
大力支持,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大叔,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大号,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大味,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大哥,0.000189,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
大器,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
大块,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
大大的,0.000262,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
大太,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大头,0.000160,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000255,0.000292,0.000276
大头鞋,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大学,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大学生,0.001193,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大家,0.002808,0.000282,0.000290,0.000295,0.000351,0.000274,0.000352,0.000352,0.000371,0.000292,0.000303
大家伙,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大家风范,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大差,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
大带,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大底,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大心,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大战,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大拇指,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
大方,0.001033,0.000565,0.000319,0.000324,0.000351,0.000274,0.000298,0.000322,0.000348,0.000322,0.000303
大款,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大母,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大气,0.001542,0.000310,0.000290,0.000354,0.000293,0.000411,0.000271,0.000293,0.000255,0.000409,0.000331
大泡,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
大洋,0.000175,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大炮,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
大点,0.000233,0.000310,0.000319,0.000295,0.000293,0.000251,0.000298,0.000322,0.000232,0.000322,0.000276
大热天,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大爷,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
大片,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大牌,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
大码,0.000204,0.000282,0.000290,0.000324,0.000293,0.000251,0.000271,0.000293,0.000255,0.000292,0.000276
大碍,0.000160,0.000282,0.000290,0.000295,0.000322,0.000274,0.000271,0.000293,0.000232,0.000292,0.000276
大老远,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大肥,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大脚,0.000233,0.000282,0.000290,0.000295,0.000293,0.000251,0.000298,0.000293,0.000255,0.000292,0.000276
大脚板,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大贊,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大赞,0.000466,0.000282,0.000348,0.000295,0.000293,0.000251,0.000271,0.000322,0.000301,0.000292,0.000331
大赞大赞,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大都,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大长,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大面积,0.000146,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
大骗子,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
天,0.000728,0.000282,0.000290,0.000324,0.000293,0.000251,0.000352,0.000293,0.000255,0.000322,0.000276
天冷,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
天凉后,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
天台,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
天差,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
天才,0.000524,0.000282,0.000290,0.000295,0.000322,0.000228,0.000352,0.000293,0.000278,0.000322,0.000331
天气,0.000349,0.000310,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000255,0.000292,0.000276
天河,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
天热,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
天猫,0.000320,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000278,0.000292,0.000276
天理难容,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
天真,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太,0.000233,0.000282,0.000319,0.000295,0.000293,0.000251,0.000298,0.000293,0.000232,0.000292,0.000303
太丑,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
太久,0.000189,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000255,0.000292,0.000276
太会脏,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太值,0.000233,0.000282,0.000290,0.000324,0.000322,0.000228,0.000271,0.000352,0.000255,0.000292,0.000276
太假,0.000189,0.000310,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
太冷,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000331
太卡,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太和,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
太圆,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太坏,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太坑,0.000204,0.000282,0.000348,0.000295,0.000293,0.000228,0.000352,0.000293,0.000232,0.000292,0.000276
太多,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太大,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
太大意,0.000146,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太太,0.000204,0.000282,0.000319,0.000324,0.000293,0.000251,0.000298,0.000293,0.000232,0.000292,0.000276
太小,0.000509,0.000282,0.000290,0.000324,0.000322,0.000228,0.000379,0.000322,0.000278,0.000292,0.000303
太小太,0.000146,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太尖,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
太屎,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太差,0.000204,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
太巴适,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
太帅,0.000233,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
太度,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
太态,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
太晚,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太松,0.000146,0.000310,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太棒,0.000175,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太棒了,0.000582,0.000310,0.000319,0.000324,0.000293,0.000297,0.000352,0.000322,0.000278,0.000322,0.000469
太次,0.000218,0.000310,0.000290,0.000295,0.000380,0.000228,0.000271,0.000322,0.000255,0.000292,0.000276
太气,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
太渣,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000303
太滑,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太漂亮,0.000204,0.000282,0.000319,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
太潮,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太烂,0.000189,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
太热,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
太牛,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
太特,0.000160,0.000310,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
太白,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太短,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
太粗,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
太紧,0.000175,0.000282,0.000290,0.000295,0.000322,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
太肥,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太脏,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太艳,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太贵,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000298,0.000293,0.000232,0.000322,0.000276
太赞,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太都,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
太重,0.000451,0.000310,0.000290,0.000354,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
太长,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太阳,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
太高兴,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
夫则,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
失望透顶,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
头,0.000335,0.000310,0.000319,0.000324,0.000293,0.000297,0.000298,0.000322,0.000232,0.000292,0.000276
头层,0.000306,0.000282,0.000319,0.000324,0.000293,0.000228,0.000271,0.000352,0.000232,0.000292,0.000276
头晕,0.000146,0.000282,0.000290,0.000295,0.000293,0.000274,0.000271,0.000293,0.000232,0.000292,0.000276
头皮,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
头端,0.000146,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
夸赞,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
夹子,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
夹脚,0.000320,0.000282,0.000348,0.000324,0.000293,0.000251,0.000298,0.000293,0.000232,0.000292,0.000276
夹角,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
奇葩,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
奈斯,0.000160,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
套用,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
套脚款,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
套餐,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
奢侈品,0.000189,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
奥,0.000160,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000278,0.000292,0.000276
奥康,0.000262,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
女,0.000640,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
女人,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
女儿,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
女包,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
女友,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
女孩儿,0.000146,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
女孩子,0.000146,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
女朋友,0.000276,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000255,0.000292,0.000276
女款,0.000175,0.000282,0.000290,0.000324,0.000293,0.000228,0.000298,0.000293,0.000255,0.000292,0.000276
女潮,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
女生,0.000218,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
女神,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
女装,0.000160,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
女鞋,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
奶粉,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
好东东,0.000146,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
好事,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
好人,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000303
好值,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
好帅,0.000189,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
好帥,0.000160,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
好心,0.000146,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
好歹,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
好肥,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
好象,0.000146,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
好运,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
好险,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
好鞋,0.000437,0.000339,0.000319,0.000324,0.000351,0.000228,0.000271,0.000293,0.000278,0.000351,0.000303
妇,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
妈,0.002241,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
妈呀,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
妈妈,0.001077,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000303
妖孽,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
妞,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
妹,0.000189,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
妹夫,0.000175,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
妹妹,0.000189,0.000282,0.000290,0.000295,0.000293,0.000251,0.000298,0.000293,0.000232,0.000292,0.000276
妹子,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
妹纸,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
姐,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
姐夫,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
姐妹,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
